answer_status,claim_id,claim_text,claim_type,model_config_id,question_id,repetition,run_id,source_ref,support_status,system_arm,validator_status
supported,C2,5‑FU medac enthält als Wirkstoff 5‑Fluorouracil; 1 ml Injektionslösung enthält laut Fachinformation 50 mg 5‑Fluorouracil.,fact,gpt56_sol_high,study-q-041,1_primary,rag-vs-web-1.1.0:1_primary:study-q-041:gpt56_sol_high:WEB,https://www.medac.eu/fileadmin/user_upload/medac-eu/SPCs/Germany/spc-de-5-FU_medac.pdf,,WEB,accepted
supported,C1,5-FU medac 50 mg/ml wird intravenös appliziert.,fact,gpt55_medium,study-q-042,1_primary,rag-vs-web-1.1.0:1_primary:study-q-042:gpt55_medium:RAG,ru-f21b16dc7cde29003d2ad6b8,,RAG,accepted
supported,C2,Die intravenöse Applikation erfolgt laut Fachinformation als Bolus oder als (Dauer-)Infusion.,fact,gpt55_medium,study-q-042,1_primary,rag-vs-web-1.1.0:1_primary:study-q-042:gpt55_medium:RAG,ru-f21b16dc7cde29003d2ad6b8,,RAG,accepted
supported,C1,Die Fachinformation zu 5‑FU medac 50 mg/ml nennt: 5‑Fluorouracil darf nur intravenös verabreicht werden.,fact,gpt55_medium,study-q-042,1_primary,rag-vs-web-1.1.0:1_primary:study-q-042:gpt55_medium:WEB,https://www.fachinfo.de/fi/pdf/001835/5-fu-medac-50-mg-ml-injektionsloesung,,WEB,accepted
supported,C1,Die Fachinformation zu 5‑FU medac 50 mg/ml nennt: 5‑Fluorouracil darf nur intravenös verabreicht werden.,fact,gpt55_medium,study-q-042,1_primary,rag-vs-web-1.1.0:1_primary:study-q-042:gpt55_medium:WEB,https://www.medac.eu/fileadmin/user_upload/medac-eu/SPCs/Germany/spc-de-5-FU_medac.pdf,,WEB,accepted
supported,C2,"Unter „Art der Anwendung“ gibt die Fachinformation an, dass 5‑FU medac 50 mg/ml intravenös als Bolus oder als Infusion/Dauerinfusion appliziert wird.",fact,gpt55_medium,study-q-042,1_primary,rag-vs-web-1.1.0:1_primary:study-q-042:gpt55_medium:WEB,https://www.fachinfo.de/fi/pdf/001835/5-fu-medac-50-mg-ml-injektionsloesung,,WEB,accepted
supported,C2,"Unter „Art der Anwendung“ gibt die Fachinformation an, dass 5‑FU medac 50 mg/ml intravenös als Bolus oder als Infusion/Dauerinfusion appliziert wird.",fact,gpt55_medium,study-q-042,1_primary,rag-vs-web-1.1.0:1_primary:study-q-042:gpt55_medium:WEB,https://www.medac.eu/fileadmin/user_upload/medac-eu/SPCs/Germany/spc-de-5-FU_medac.pdf,,WEB,accepted
supported,C1,5‑FU medac wird intravenös als Bolus oder als (Dauer-)Infusion appliziert.,fact,gpt56_sol_high,study-q-042,1_primary,rag-vs-web-1.1.0:1_primary:study-q-042:gpt56_sol_high:RAG,ru-f21b16dc7cde29003d2ad6b8,,RAG,accepted
supported,1,5‑FU medac darf nur intravenös verabreicht werden.,fact,gpt56_sol_high,study-q-042,1_primary,rag-vs-web-1.1.0:1_primary:study-q-042:gpt56_sol_high:WEB,https://www.fachinfo.de/fi/pdf/001835/5-fu-medac-50-mg-ml-injektionsloesung,,WEB,accepted
supported,2,Die intravenöse Applikation erfolgt als Bolus oder als (Dauer-)Infusion.,fact,gpt56_sol_high,study-q-042,1_primary,rag-vs-web-1.1.0:1_primary:study-q-042:gpt56_sol_high:WEB,https://www.fachinfo.de/fi/pdf/001835/5-fu-medac-50-mg-ml-injektionsloesung,,WEB,accepted
supported,C1,"Die Fachinformation nennt als Gegenanzeigen für 5-Fluorouracil Überempfindlichkeit gegen den Wirkstoff oder sonstige Bestandteile, Knochenmarkdepression nach Strahlentherapie oder anderen Antineoplastika, Behandlung nicht-maligner Erkrankungen, schwere Blutbildveränderungen, schwere Leberfunktionsstörungen, schwerwiegende Infektionen, schlechten Allgemeinzustand, Stillzeit, bekannten vollständigen DPD-Mangel sowie kürzliche oder gleichzeitige Brivudin-Behandlung.",fact,gpt55_medium,study-q-043,1_primary,rag-vs-web-1.1.0:1_primary:study-q-043:gpt55_medium:RAG,ru-79f9f5706d57fa05747b42e3,,RAG,accepted
partially_supported,C1,"5-FU medac 50 mg/ml nennt als Gegenanzeigen Überempfindlichkeit, Knochenmarkdepression nach Strahlen-/antineoplastischer Therapie, Behandlung nicht-maligner Erkrankungen, schwere Blutbildveränderungen, schwere Leberfunktionsstörung, schwerwiegende Infektionen, schlechten Allgemeinzustand, Stillzeit, bekannten vollständigen DPD-Mangel sowie kürzliche oder gleichzeitige Brivudin-Behandlung.",fact,gpt55_medium,study-q-043,1_primary,rag-vs-web-1.1.0:1_primary:study-q-043:gpt55_medium:WEB,https://www.medac.eu/fileadmin/user_upload/medac-eu/SPCs/Germany/spc-de-5-FU_medac.pdf,,WEB,accepted
partially_supported,C2,"Fluorouracil Accord 50 mg/ml nennt ähnliche Gegenanzeigen und ergänzt bzw. formuliert abweichend Brivudin, Sorivudin und chemisch verwandte Analoga sowie homozygote DPD-Konstellation/bekannten vollständigen DPD-Mangel.",fact,gpt55_medium,study-q-043,1_primary,rag-vs-web-1.1.0:1_primary:study-q-043:gpt55_medium:WEB,https://www.accord-healthcare.de/sites/default/files/2025-04/Accord-Fachinformation-Fluorouracil-Injektions-Infusionsl%C3%B6sung.pdf,,WEB,accepted
supported,C1,Überempfindlichkeit gegen 5‑Fluorouracil oder einen der sonstigen Bestandteile.,fact,gpt56_sol_high,study-q-043,1_primary,rag-vs-web-1.1.0:1_primary:study-q-043:gpt56_sol_high:RAG,ru-79f9f5706d57fa05747b42e3,,RAG,accepted
supported,C2,Knochenmarkdepression nach Strahlentherapie oder Behandlung mit anderen Antineoplastika sowie schwere Blutbildveränderungen.,fact,gpt56_sol_high,study-q-043,1_primary,rag-vs-web-1.1.0:1_primary:study-q-043:gpt56_sol_high:RAG,ru-79f9f5706d57fa05747b42e3,,RAG,accepted
supported,C3,"Schwere Leberfunktionsstörungen, schwerwiegende Infektionen (z. B. Herpes Zoster oder Windpocken) und schlechter Allgemeinzustand.",fact,gpt56_sol_high,study-q-043,1_primary,rag-vs-web-1.1.0:1_primary:study-q-043:gpt56_sol_high:RAG,ru-79f9f5706d57fa05747b42e3,,RAG,accepted
supported,C4,Bekannter vollständiger Dihydropyrimidin-Dehydrogenase-(DPD-)Mangel.,fact,gpt56_sol_high,study-q-043,1_primary,rag-vs-web-1.1.0:1_primary:study-q-043:gpt56_sol_high:RAG,ru-79f9f5706d57fa05747b42e3,,RAG,accepted
supported,C5,Kürzliche oder gleichzeitige Behandlung mit Brivudin.,fact,gpt56_sol_high,study-q-043,1_primary,rag-vs-web-1.1.0:1_primary:study-q-043:gpt56_sol_high:RAG,ru-79f9f5706d57fa05747b42e3,,RAG,accepted
supported,C6,Stillzeit.,fact,gpt56_sol_high,study-q-043,1_primary,rag-vs-web-1.1.0:1_primary:study-q-043:gpt56_sol_high:RAG,ru-79f9f5706d57fa05747b42e3,,RAG,accepted
supported,C7,Anwendung zur Behandlung nichtmaligner Erkrankungen.,fact,gpt56_sol_high,study-q-043,1_primary,rag-vs-web-1.1.0:1_primary:study-q-043:gpt56_sol_high:RAG,ru-79f9f5706d57fa05747b42e3,,RAG,accepted
supported,C1,"Die aufgeführten Gegenanzeigen entsprechen Abschnitt 4.3 der deutschen Fachinformation von 5‑FU medac 50 mg/ml, Injektionslösung, Stand November 2024.",fact,gpt56_sol_high,study-q-043,1_primary,rag-vs-web-1.1.0:1_primary:study-q-043:gpt56_sol_high:WEB,https://www.medac.eu/fileadmin/user_upload/medac-eu/SPCs/Germany/spc-de-5-FU_medac.pdf,,WEB,accepted
supported,C2,Nach Brivudin muss vor Beginn einer 5‑Fluorouracil-Therapie mindestens vier Wochen gewartet werden.,fact,gpt56_sol_high,study-q-043,1_primary,rag-vs-web-1.1.0:1_primary:study-q-043:gpt56_sol_high:WEB,https://www.medac.eu/fileadmin/user_upload/medac-eu/SPCs/Germany/spc-de-5-FU_medac.pdf,,WEB,accepted
partially_supported,C1,Myelosuppression tritt unter 5-Fluorouracil sehr häufig auf und ist eine der dosislimitierenden Nebenwirkungen.,fact,gpt55_medium,study-q-044,1_primary,rag-vs-web-1.1.0:1_primary:study-q-044:gpt55_medium:RAG,ru-a3d51beaa4fab0d249d7881a,,RAG,downgraded
partially_supported,C2,"Zu den beschriebenen hämatologischen Manifestationen gehören Leukopenie, Neutropenie, Thrombozytopenie, Anämie, Agranulozytose und Panzytopenie.",fact,gpt55_medium,study-q-044,1_primary,rag-vs-web-1.1.0:1_primary:study-q-044:gpt55_medium:RAG,ru-a3d51beaa4fab0d249d7881a,,RAG,downgraded
supported,C1,Für 5-FU medac 50 mg/ml ist unter „Erkrankungen des Blutes und des Lymphsystems“ eine sehr häufige Myelosuppression als eine der dosislimitierenden Nebenwirkungen aufgeführt.,fact,gpt55_medium,study-q-044,1_primary,rag-vs-web-1.1.0:1_primary:study-q-044:gpt55_medium:WEB,https://www.fachinfo.de/fi/pdf/001835/5-fu-medac-50-mg-ml-injektionsloesung,,WEB,accepted
supported,C2,"Weitere hämatologische Manifestationen, die im Zusammenhang mit der sehr häufigen Myelosuppression genannt werden, sind Leukopenien, Neutropenien, Thrombozytopenien, Anämie, Agranulozytose und Panzytopenie.",fact,gpt55_medium,study-q-044,1_primary,rag-vs-web-1.1.0:1_primary:study-q-044:gpt55_medium:WEB,https://www.fachinfo.de/fi/pdf/001835/5-fu-medac-50-mg-ml-injektionsloesung,,WEB,accepted
supported,C2,"Weitere hämatologische Manifestationen, die im Zusammenhang mit der sehr häufigen Myelosuppression genannt werden, sind Leukopenien, Neutropenien, Thrombozytopenien, Anämie, Agranulozytose und Panzytopenie.",fact,gpt55_medium,study-q-044,1_primary,rag-vs-web-1.1.0:1_primary:study-q-044:gpt55_medium:WEB,https://www.tillomed.de/fachinformationen/Fachinfo_Fluorouracil.pdf,,WEB,accepted
supported,C3,"Die US-Zulassungsinformation beschreibt Fluorouracil-bedingte Myelosuppression als potenziell schwer und fatal und nennt Neutropenie, Thrombozytopenie und Anämie als mögliche Bestandteile.",fact,gpt55_medium,study-q-044,1_primary,rag-vs-web-1.1.0:1_primary:study-q-044:gpt55_medium:WEB,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=199ef964-8a9b-403e-a2ae-759280b3d1d1,,WEB,accepted
partially_supported,C1,Myelosuppression tritt unter 5‑Fluorouracil sehr häufig auf und ist eine der dosislimitierenden Nebenwirkungen.,fact,gpt56_sol_high,study-q-044,1_primary,rag-vs-web-1.1.0:1_primary:study-q-044:gpt56_sol_high:RAG,ru-a3d51beaa4fab0d249d7881a,,RAG,downgraded
partially_supported,C2,"Mögliche Manifestationen sind Leukopenie, Neutropenie, Thrombozytopenie, Anämie, Agranulozytose und Panzytopenie.",fact,gpt56_sol_high,study-q-044,1_primary,rag-vs-web-1.1.0:1_primary:study-q-044:gpt56_sol_high:RAG,ru-a3d51beaa4fab0d249d7881a,,RAG,downgraded
supported,C1,"Die Fachinformation führt Leukopenie als sehr häufige Nebenwirkung auf und nennt sie als potenziell dosislimitierendes Toxizitätszeichen, insbesondere bei Kombination mit Calciumfolinat.",fact,gpt56_sol_high,study-q-044,1_primary,rag-vs-web-1.1.0:1_primary:study-q-044:gpt56_sol_high:WEB,https://www.tillomed.de/fachinformationen/Fachinfo_Fluorouracil.pdf,,WEB,accepted
supported,C1,Die zugelassene pankreatische Tumorsituation für Abraxane in Kombination mit Gemcitabin ist die Erstlinienbehandlung erwachsener Patienten mit metastasiertem Adenokarzinom des Pankreas.,fact,gpt55_medium,study-q-045,1_primary,rag-vs-web-1.1.0:1_primary:study-q-045:gpt55_medium:RAG,ru-d22610b7ad283a505ab078d1,,RAG,accepted
supported,C2,"Das stützende Leitlinienitem ist „8.13 Evidenzbasierte Empfehlung neu 2021“ mit Empfehlungsgrad A, Level of Evidence 5 und starkem Konsens; es nennt die Kombination Gemcitabin mit nab-Paclitaxel.",fact,gpt55_medium,study-q-045,1_primary,rag-vs-web-1.1.0:1_primary:study-q-045:gpt55_medium:RAG,ru-d8e490ea51dbf36405e93458,,RAG,accepted
supported,C1,Abraxane ist in Kombination mit Gemcitabin für die Erstlinienbehandlung erwachsener Patient:innen mit metastasiertem Adenokarzinom des Pankreas zugelassen.,fact,gpt55_medium,study-q-045,1_primary,rag-vs-web-1.1.0:1_primary:study-q-045:gpt55_medium:WEB,https://www.fachinfo.de/fi/pdf/012534/abraxane-r-5-mg-ml,,WEB,accepted
supported,C2,"Das relevante Leitlinienitem ist S3-Leitlinie Pankreaskarzinom Kurzversion 3.1, Item 8.13, zur Kombination von Gemcitabin mit nab-Paclitaxel.",fact,gpt55_medium,study-q-045,1_primary,rag-vs-web-1.1.0:1_primary:study-q-045:gpt55_medium:WEB,https://register.awmf.org/assets/guidelines/032-010OLk_Exokrines-Pankreaskarzinom_2025-06.pdf,,WEB,accepted
supported,C3,"Item 8.13 nennt als Voraussetzungen ECOG-Performance-Status 0–1, relativ günstiges Komorbiditätsprofil, Patientenpräferenz und adäquate Supportivtherapie; Empfehlungsgrad A, LoE 5.",fact,gpt55_medium,study-q-045,1_primary,rag-vs-web-1.1.0:1_primary:study-q-045:gpt55_medium:WEB,https://register.awmf.org/assets/guidelines/032-010OLk_Exokrines-Pankreaskarzinom_2025-06.pdf,,WEB,accepted
partially_supported,C1,Die Zulassung betrifft die Erstlinienbehandlung erwachsener Patienten mit metastasiertem Adenokarzinom des Pankreas.,fact,gpt56_sol_high,study-q-045,1_primary,rag-vs-web-1.1.0:1_primary:study-q-045:gpt56_sol_high:RAG,ru-d22610b7ad283a505ab078d1,,RAG,accepted
partially_supported,C2,Leitlinienitem 8.13 empfiehlt Gemcitabin plus nab-Paclitaxel unter den genannten Selektions- und Supportivkriterien.,recommendation,gpt56_sol_high,study-q-045,1_primary,rag-vs-web-1.1.0:1_primary:study-q-045:gpt56_sol_high:RAG,ru-d8e490ea51dbf36405e93458,,RAG,accepted
partially_supported,C3,Das Evidence Package stellt die Produkt-Wirkstoff-Zuordnung von Abraxane zu nab-Paclitaxel nicht ausdrücklich her; daher ist die direkte Verknüpfung der Fachinformation mit dem generisch formulierten Leitlinienitem nur teilweise validiert.,uncertainty,gpt56_sol_high,study-q-045,1_primary,rag-vs-web-1.1.0:1_primary:study-q-045:gpt56_sol_high:RAG,,,RAG,accepted
supported,C1,"Die Zulassung gilt für die Erstlinientherapie erwachsener Patienten mit metastasiertem Adenokarzinom des Pankreas; sie umfasst nicht allgemein lokal fortgeschrittene, nicht metastasierte Tumoren.",fact,gpt56_sol_high,study-q-045,1_primary,rag-vs-web-1.1.0:1_primary:study-q-045:gpt56_sol_high:WEB,https://www.ema.europa.eu/en/documents/product-information/abraxane-epar-product-information_en.pdf,,WEB,accepted
supported,C2,"Leitlinienitem 8.13 empfiehlt Gemcitabin plus nab-Paclitaxel bei ECOG 0–1, relativ günstigem Komorbiditätsprofil, entsprechender Patientenpräferenz und adäquater Supportivtherapie. Angegeben sind Empfehlungsgrad A, Level of Evidence 5 und starker Konsens.",fact,gpt56_sol_high,study-q-045,1_primary,rag-vs-web-1.1.0:1_primary:study-q-045:gpt56_sol_high:WEB,https://register.awmf.org/assets/guidelines/032-010OLl_Exokrines-Pankreaskarzinom_2025-06.pdf,,WEB,accepted
supported,C3,Zulassung und Leitlinienempfehlung sind nicht deckungsgleich: Die Fachinformation nennt keine ECOG-0–1-Einschränkung; diese Kriterien stammen aus dem Leitlinienitem.,uncertainty,gpt56_sol_high,study-q-045,1_primary,rag-vs-web-1.1.0:1_primary:study-q-045:gpt56_sol_high:WEB,https://www.ema.europa.eu/en/documents/product-information/abraxane-epar-product-information_en.pdf,,WEB,accepted
supported,C3,Zulassung und Leitlinienempfehlung sind nicht deckungsgleich: Die Fachinformation nennt keine ECOG-0–1-Einschränkung; diese Kriterien stammen aus dem Leitlinienitem.,uncertainty,gpt56_sol_high,study-q-045,1_primary,rag-vs-web-1.1.0:1_primary:study-q-045:gpt56_sol_high:WEB,https://register.awmf.org/assets/guidelines/032-010OLl_Exokrines-Pankreaskarzinom_2025-06.pdf,,WEB,accepted
supported,C1,Die empfohlene Dosis für Abraxane beträgt 260 mg/m².,fact,gpt55_medium,study-q-046,1_primary,rag-vs-web-1.1.0:1_primary:study-q-046:gpt55_medium:RAG,ru-96808120149a6f0553fe70b7,,RAG,accepted
supported,C2,Die Gabe erfolgt als intravenöse Infusion über 30 Minuten alle 3 Wochen.,fact,gpt55_medium,study-q-046,1_primary,rag-vs-web-1.1.0:1_primary:study-q-046:gpt55_medium:RAG,ru-96808120149a6f0553fe70b7,,RAG,accepted
supported,C1,"Abraxane-Monotherapie ist in der Fachinformation für das metastasierte Mammakarzinom bei erwachsenen Patienten beschrieben/indiziert, bei denen die Erstlinientherapie der metastasierten Erkrankung fehlgeschlagen ist und für die eine standardmäßige Anthracyclin-haltige Therapie nicht angezeigt ist.",fact,gpt55_medium,study-q-046,1_primary,rag-vs-web-1.1.0:1_primary:study-q-046:gpt55_medium:WEB,https://www.fachinfo.de/fi/pdf/012534/abraxane-r-5-mg-ml,,WEB,accepted
supported,C1,"Abraxane-Monotherapie ist in der Fachinformation für das metastasierte Mammakarzinom bei erwachsenen Patienten beschrieben/indiziert, bei denen die Erstlinientherapie der metastasierten Erkrankung fehlgeschlagen ist und für die eine standardmäßige Anthracyclin-haltige Therapie nicht angezeigt ist.",fact,gpt55_medium,study-q-046,1_primary,rag-vs-web-1.1.0:1_primary:study-q-046:gpt55_medium:WEB,https://www.ema.europa.eu/en/medicines/human/EPAR/abraxane,,WEB,accepted
supported,C2,Für diese Monotherapie nennt die Fachinformation/SmPC eine empfohlene Dosis von 260 mg/m² Körperoberfläche.,fact,gpt55_medium,study-q-046,1_primary,rag-vs-web-1.1.0:1_primary:study-q-046:gpt55_medium:WEB,https://www.fachinfo.de/fi/pdf/012534/abraxane-r-5-mg-ml,,WEB,accepted
supported,C2,Für diese Monotherapie nennt die Fachinformation/SmPC eine empfohlene Dosis von 260 mg/m² Körperoberfläche.,fact,gpt55_medium,study-q-046,1_primary,rag-vs-web-1.1.0:1_primary:study-q-046:gpt55_medium:WEB,https://www.ema.europa.eu/en/medicines/human/EPAR/abraxane,,WEB,accepted
supported,C3,Die Gabe erfolgt als intravenöse Infusion über 30 Minuten.,fact,gpt55_medium,study-q-046,1_primary,rag-vs-web-1.1.0:1_primary:study-q-046:gpt55_medium:WEB,https://www.ema.europa.eu/en/medicines/human/EPAR/abraxane,,WEB,accepted
supported,C4,Das Intervall für die Monotherapie beträgt einmal alle 3 Wochen.,fact,gpt55_medium,study-q-046,1_primary,rag-vs-web-1.1.0:1_primary:study-q-046:gpt55_medium:WEB,https://www.fachinfo.de/fi/pdf/012534/abraxane-r-5-mg-ml,,WEB,accepted
supported,C4,Das Intervall für die Monotherapie beträgt einmal alle 3 Wochen.,fact,gpt55_medium,study-q-046,1_primary,rag-vs-web-1.1.0:1_primary:study-q-046:gpt55_medium:WEB,https://www.ema.europa.eu/en/medicines/human/EPAR/abraxane,,WEB,accepted
supported,C1,Die empfohlene Dosis beträgt 260 mg/m²; sie wird als intravenöse Infusion über 30 Minuten in einem Intervall von 3 Wochen verabreicht.,fact,gpt56_sol_high,study-q-046,1_primary,rag-vs-web-1.1.0:1_primary:study-q-046:gpt56_sol_high:RAG,ru-96808120149a6f0553fe70b7,,RAG,accepted
supported,C1,Die empfohlene Monotherapiedosis beträgt 260 mg/m² als intravenöse Infusion über 30 Minuten in einem Intervall von 3 Wochen.,fact,gpt56_sol_high,study-q-046,1_primary,rag-vs-web-1.1.0:1_primary:study-q-046:gpt56_sol_high:WEB,https://www.fachinfo.de/fi/pdf/012534/abraxane-r-5-mg-ml,,WEB,accepted
supported,C1,Die empfohlene Monotherapiedosis beträgt 260 mg/m² als intravenöse Infusion über 30 Minuten in einem Intervall von 3 Wochen.,fact,gpt56_sol_high,study-q-046,1_primary,rag-vs-web-1.1.0:1_primary:study-q-046:gpt56_sol_high:WEB,https://www.ema.europa.eu/en/documents/product-information/abraxane-epar-product-information_en.pdf,,WEB,accepted
supported,C1,"An Tag 1 eines Zyklus sollte Abraxane erst verabreicht werden, wenn die absolute Neutrophilenzahl ≥ 1.500 Zellen/mm³ beträgt.",fact,gpt55_medium,study-q-047,1_primary,rag-vs-web-1.1.0:1_primary:study-q-047:gpt55_medium:RAG,ru-50a470ceb529c16724b0ae32,,RAG,accepted
supported,C2,"Nach schwerer Neutropenie sollte Abraxane nicht angewendet werden, bis sich die Neutrophilenzahl auf > 1.500 Zellen/mm³ erholt hat.",fact,gpt55_medium,study-q-047,1_primary,rag-vs-web-1.1.0:1_primary:study-q-047:gpt55_medium:RAG,ru-df0fd3d03017bf8880c014c9,,RAG,accepted
supported,C3,Für nachfolgende wöchentliche Abraxane-Gaben im beschriebenen NSCLC-Schema muss die ANZ ≥ 500 Zellen/mm³ betragen; andernfalls ist die Dosis auszusetzen.,fact,gpt55_medium,study-q-047,1_primary,rag-vs-web-1.1.0:1_primary:study-q-047:gpt55_medium:RAG,ru-50a470ceb529c16724b0ae32,,RAG,accepted
supported,C1,Die deutsche Fachinformation nennt als Kontraindikation bzw. Ausschluss für Abraxane Patienten mit einem Ausgangswert der Neutrophilenzahl von < 1.500 Zellen/mm³.,fact,gpt55_medium,study-q-047,1_primary,rag-vs-web-1.1.0:1_primary:study-q-047:gpt55_medium:WEB,https://www.fachinfo.de/fi/pdf/012534/abraxane-r-5-mg-ml,,WEB,accepted
supported,C2,Die US-Fachinformation/DailyMed bestätigt: Abraxane soll bei baseline absolute neutrophil count/ANC < 1.500 Zellen/mm³ nicht verabreicht werden.,fact,gpt55_medium,study-q-047,1_primary,rag-vs-web-1.1.0:1_primary:study-q-047:gpt55_medium:WEB,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=24d10449-2936-4cd3-b7db-a7683db721e4,,WEB,accepted
supported,C2,Die US-Fachinformation/DailyMed bestätigt: Abraxane soll bei baseline absolute neutrophil count/ANC < 1.500 Zellen/mm³ nicht verabreicht werden.,fact,gpt55_medium,study-q-047,1_primary,rag-vs-web-1.1.0:1_primary:study-q-047:gpt55_medium:WEB,https://packageinserts.bms.com/pi/pi_abraxane.pdf,,WEB,accepted
supported,C1,Für die Gabe an Tag 1 eines Zyklus ist eine ANZ von mindestens 1.500 Zellen/mm³ erforderlich.,fact,gpt56_sol_high,study-q-047,1_primary,rag-vs-web-1.1.0:1_primary:study-q-047:gpt56_sol_high:RAG,ru-50a470ceb529c16724b0ae32,,RAG,accepted
supported,C2,"Für nachfolgende wöchentliche Abraxane-Gaben beim nicht-kleinzelligen Bronchialkarzinom ist eine ANZ von mindestens 500 Zellen/mm³ erforderlich; bei niedrigeren Werten wird ausgesetzt, bis sich das Blutbild erholt hat.",fact,gpt56_sol_high,study-q-047,1_primary,rag-vs-web-1.1.0:1_primary:study-q-047:gpt56_sol_high:RAG,ru-50a470ceb529c16724b0ae32,,RAG,accepted
supported,C1,Eine Ausgangs-ANZ < 1.500 Zellen/mm³ ist eine Kontraindikation für Abraxane.,fact,gpt56_sol_high,study-q-047,1_primary,rag-vs-web-1.1.0:1_primary:study-q-047:gpt56_sol_high:WEB,https://www.fachinfo.de/fi/pdf/012534/abraxane-r-5-mg-ml,,WEB,accepted
supported,C1,Eine Ausgangs-ANZ < 1.500 Zellen/mm³ ist eine Kontraindikation für Abraxane.,fact,gpt56_sol_high,study-q-047,1_primary,rag-vs-web-1.1.0:1_primary:study-q-047:gpt56_sol_high:WEB,https://www.ema.europa.eu/en/documents/product-information/abraxane-epar-product-information_en.pdf,,WEB,accepted
supported,C1,Die rekonstituierte Abraxane-Dispersion soll intravenös über ein Infusionsbesteck mit integriertem 15-µm-Filter verabreicht werden.,fact,gpt55_medium,study-q-048,1_primary,rag-vs-web-1.1.0:1_primary:study-q-048:gpt55_medium:RAG,ru-6eb8cb22beafb460e6a98365,,RAG,accepted
supported,C2,Die Verwendung von Filtern mit einer Porengröße von weniger als 15 µm kann zum Verstopfen des Filters führen.,fact,gpt55_medium,study-q-048,1_primary,rag-vs-web-1.1.0:1_primary:study-q-048:gpt55_medium:RAG,ru-58b13bd6169c792bb1840fe4,,RAG,accepted
supported,C1,Die deutsche Fachinformation zu Abraxane nennt für die Verabreichung der rekonstituierten Dispersion ein Infusionsbesteck mit integriertem 15-µm-Filter.,fact,gpt55_medium,study-q-048,1_primary,rag-vs-web-1.1.0:1_primary:study-q-048:gpt55_medium:WEB,https://www.fachinfo.de/fi/pdf/012534/abraxane-r-5-mg-ml,,WEB,accepted
supported,C2,"Die EMA-Produktinformation gibt ebenfalls an, dass die rekonstituierte Abraxane-Dispersion intravenös über ein Infusionsbesteck mit 15-µm-Filter zu verabreichen ist.",fact,gpt55_medium,study-q-048,1_primary,rag-vs-web-1.1.0:1_primary:study-q-048:gpt55_medium:WEB,https://www.ema.europa.eu/en/documents/product-information/abraxane-epar-product-information_en.pdf,,WEB,accepted
supported,C3,Filter mit einer Porengröße unter 15 µm können laut Produktinformation zum Verstopfen des Filters führen.,fact,gpt55_medium,study-q-048,1_primary,rag-vs-web-1.1.0:1_primary:study-q-048:gpt55_medium:WEB,https://www.fachinfo.de/fi/pdf/012534/abraxane-r-5-mg-ml,,WEB,accepted
supported,C3,Filter mit einer Porengröße unter 15 µm können laut Produktinformation zum Verstopfen des Filters führen.,fact,gpt55_medium,study-q-048,1_primary,rag-vs-web-1.1.0:1_primary:study-q-048:gpt55_medium:WEB,https://www.ema.europa.eu/en/documents/product-information/abraxane-epar-product-information_en.pdf,,WEB,accepted
supported,C1,Filter mit einer Porengröße unter 15 µm können verstopfen.,fact,gpt56_sol_high,study-q-048,1_primary,rag-vs-web-1.1.0:1_primary:study-q-048:gpt56_sol_high:RAG,ru-58b13bd6169c792bb1840fe4,,RAG,accepted
supported,C1,Die vorgesehene Filterporengröße beträgt 15 µm.,fact,gpt56_sol_high,study-q-048,1_primary,rag-vs-web-1.1.0:1_primary:study-q-048:gpt56_sol_high:WEB,https://www.fachinfo.de/fi/pdf/012534/abraxane-r-5-mg-ml,,WEB,accepted
supported,C1,Die vorgesehene Filterporengröße beträgt 15 µm.,fact,gpt56_sol_high,study-q-048,1_primary,rag-vs-web-1.1.0:1_primary:study-q-048:gpt56_sol_high:WEB,https://www.ema.europa.eu/en/documents/product-information/abraxane-epar-product-information_en.pdf,,WEB,accepted
supported,C2,Filter mit einer Porengröße unter 15 µm können verstopfen.,fact,gpt56_sol_high,study-q-048,1_primary,rag-vs-web-1.1.0:1_primary:study-q-048:gpt56_sol_high:WEB,https://www.ema.europa.eu/en/documents/product-information/abraxane-epar-product-information_en.pdf,,WEB,accepted
supported,C1,"Cisplatin plus Gemcitabin ist in der Erstlinie des metastasierten oder lokal fortgeschrittenen, inoperablen Pankreaskarzinoms kein Standard.",fact,gpt55_medium,study-q-049,1_primary,rag-vs-web-1.1.0:1_primary:study-q-049:gpt55_medium:RAG,ru-5d74d62a0635340313709653,,RAG,accepted
supported,C2,"Gemcitabin/Cisplatin kann bei BRCA-mutiertem Pankreaskarzinom eine Behandlungsoption sein, insbesondere wenn Kontraindikationen gegen FOLFIRINOX bestehen.",fact,gpt55_medium,study-q-049,1_primary,rag-vs-web-1.1.0:1_primary:study-q-049:gpt55_medium:RAG,ru-824953fb228ca43a8f9c59af,,RAG,accepted
supported,C3,Für Gemcitabin/Cisplatin versus FOLFIRINOX liegt kein direkter Vergleich vor; die Wahl einer platinbasierten Therapie sollte daher von Durchführbarkeit und Patientenpräferenz abhängen.,uncertainty,gpt55_medium,study-q-049,1_primary,rag-vs-web-1.1.0:1_primary:study-q-049:gpt55_medium:RAG,ru-7d9d2f6e38314f4c9c9f29c5,,RAG,accepted
