protocol_version,run_id,question_id,question_hash,coverage_stratum,model_config_id,requested_model,reasoning_effort,system_arm,repetition,randomization_block,planned_order,status
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-081:gpt56_sol_high:WEB,study-q-081,6b02e4fbecf924ea2755b4963411d31c3d13aadef7bda3ebe63d39a177758db3,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,52,207,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-081:gpt56_sol_high:RAG,study-q-081,6b02e4fbecf924ea2755b4963411d31c3d13aadef7bda3ebe63d39a177758db3,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,52,208,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-071:gpt55_medium:WEB,study-q-071,ce832ed73c10cd8c3aa13dce9f6ee44297ff908f74d3729483527cc5d3dec6e7,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,53,209,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-071:gpt55_medium:RAG,study-q-071,ce832ed73c10cd8c3aa13dce9f6ee44297ff908f74d3729483527cc5d3dec6e7,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,53,210,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-071:gpt56_sol_high:WEB,study-q-071,ce832ed73c10cd8c3aa13dce9f6ee44297ff908f74d3729483527cc5d3dec6e7,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,53,211,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-071:gpt56_sol_high:RAG,study-q-071,ce832ed73c10cd8c3aa13dce9f6ee44297ff908f74d3729483527cc5d3dec6e7,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,53,212,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-017:gpt56_sol_high:WEB,study-q-017,4f993c326e5dd8cec73e2f86167fb24c315b7087cfc39f817b87305204ccbe93,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,54,213,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-017:gpt56_sol_high:RAG,study-q-017,4f993c326e5dd8cec73e2f86167fb24c315b7087cfc39f817b87305204ccbe93,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,54,214,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-017:gpt55_medium:RAG,study-q-017,4f993c326e5dd8cec73e2f86167fb24c315b7087cfc39f817b87305204ccbe93,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,54,215,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-017:gpt55_medium:WEB,study-q-017,4f993c326e5dd8cec73e2f86167fb24c315b7087cfc39f817b87305204ccbe93,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,54,216,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-043:gpt56_sol_high:WEB,study-q-043,e2dc90bc90a6790ded1e81f8f986ad0d5b5ec3abb9336087567a92b7ed5f2cfa,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,55,217,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-043:gpt56_sol_high:RAG,study-q-043,e2dc90bc90a6790ded1e81f8f986ad0d5b5ec3abb9336087567a92b7ed5f2cfa,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,55,218,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-043:gpt55_medium:RAG,study-q-043,e2dc90bc90a6790ded1e81f8f986ad0d5b5ec3abb9336087567a92b7ed5f2cfa,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,55,219,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-043:gpt55_medium:WEB,study-q-043,e2dc90bc90a6790ded1e81f8f986ad0d5b5ec3abb9336087567a92b7ed5f2cfa,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,55,220,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-054:gpt56_sol_high:WEB,study-q-054,c993fa5a770df03032e5b05ec444c3c1da162cf5c8566db2d68e9b4ec9da663f,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,56,221,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-054:gpt56_sol_high:RAG,study-q-054,c993fa5a770df03032e5b05ec444c3c1da162cf5c8566db2d68e9b4ec9da663f,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,56,222,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-054:gpt55_medium:WEB,study-q-054,c993fa5a770df03032e5b05ec444c3c1da162cf5c8566db2d68e9b4ec9da663f,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,56,223,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-054:gpt55_medium:RAG,study-q-054,c993fa5a770df03032e5b05ec444c3c1da162cf5c8566db2d68e9b4ec9da663f,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,56,224,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-011:gpt55_medium:RAG,study-q-011,b6919508eaf774d2b43542e1d5cda5ce9b7c6ae2e658c8683d15a0271ef72dc9,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,57,225,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-011:gpt55_medium:WEB,study-q-011,b6919508eaf774d2b43542e1d5cda5ce9b7c6ae2e658c8683d15a0271ef72dc9,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,57,226,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-011:gpt56_sol_high:WEB,study-q-011,b6919508eaf774d2b43542e1d5cda5ce9b7c6ae2e658c8683d15a0271ef72dc9,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,57,227,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-011:gpt56_sol_high:RAG,study-q-011,b6919508eaf774d2b43542e1d5cda5ce9b7c6ae2e658c8683d15a0271ef72dc9,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,57,228,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-025:gpt55_medium:WEB,study-q-025,33129f8aead1368004dc0fad4a6b7e2dfe90392403de03fe22affdf6c0bf600c,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,58,229,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-025:gpt55_medium:RAG,study-q-025,33129f8aead1368004dc0fad4a6b7e2dfe90392403de03fe22affdf6c0bf600c,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,58,230,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-025:gpt56_sol_high:RAG,study-q-025,33129f8aead1368004dc0fad4a6b7e2dfe90392403de03fe22affdf6c0bf600c,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,58,231,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-025:gpt56_sol_high:WEB,study-q-025,33129f8aead1368004dc0fad4a6b7e2dfe90392403de03fe22affdf6c0bf600c,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,58,232,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-048:gpt55_medium:RAG,study-q-048,1b30e90bba51226eca4d51838480cace9f6c6d2fadac049bdfdd862e462f6537,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,59,233,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-048:gpt55_medium:WEB,study-q-048,1b30e90bba51226eca4d51838480cace9f6c6d2fadac049bdfdd862e462f6537,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,59,234,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-048:gpt56_sol_high:RAG,study-q-048,1b30e90bba51226eca4d51838480cace9f6c6d2fadac049bdfdd862e462f6537,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,59,235,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-048:gpt56_sol_high:WEB,study-q-048,1b30e90bba51226eca4d51838480cace9f6c6d2fadac049bdfdd862e462f6537,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,59,236,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-016:gpt56_sol_high:RAG,study-q-016,ea135ee8d3d26704194f19bdb075055cf97b0526f391edb61c52e904333ea416,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,60,237,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-016:gpt56_sol_high:WEB,study-q-016,ea135ee8d3d26704194f19bdb075055cf97b0526f391edb61c52e904333ea416,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,60,238,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-016:gpt55_medium:WEB,study-q-016,ea135ee8d3d26704194f19bdb075055cf97b0526f391edb61c52e904333ea416,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,60,239,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-016:gpt55_medium:RAG,study-q-016,ea135ee8d3d26704194f19bdb075055cf97b0526f391edb61c52e904333ea416,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,60,240,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-056:gpt55_medium:WEB,study-q-056,44dd46b32b905d5930cce067b5bb549ecb69b8391f51b5b4847e285164e0f137,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,61,241,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-056:gpt55_medium:RAG,study-q-056,44dd46b32b905d5930cce067b5bb549ecb69b8391f51b5b4847e285164e0f137,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,61,242,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-056:gpt56_sol_high:WEB,study-q-056,44dd46b32b905d5930cce067b5bb549ecb69b8391f51b5b4847e285164e0f137,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,61,243,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-056:gpt56_sol_high:RAG,study-q-056,44dd46b32b905d5930cce067b5bb549ecb69b8391f51b5b4847e285164e0f137,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,61,244,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-012:gpt56_sol_high:RAG,study-q-012,3ca4f2e801c7d335b38394fbfbca87c2ba5fc4e6b5ff2cca1500583b98417899,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,62,245,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-012:gpt56_sol_high:WEB,study-q-012,3ca4f2e801c7d335b38394fbfbca87c2ba5fc4e6b5ff2cca1500583b98417899,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,62,246,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-012:gpt55_medium:WEB,study-q-012,3ca4f2e801c7d335b38394fbfbca87c2ba5fc4e6b5ff2cca1500583b98417899,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,62,247,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-012:gpt55_medium:RAG,study-q-012,3ca4f2e801c7d335b38394fbfbca87c2ba5fc4e6b5ff2cca1500583b98417899,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,62,248,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-091:gpt55_medium:WEB,study-q-091,dcecf16e2acfbaafe6ee738ff37b59ffa15fee57bbf8310dd6be53ddae8775ed,not_covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,63,249,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-091:gpt55_medium:RAG,study-q-091,dcecf16e2acfbaafe6ee738ff37b59ffa15fee57bbf8310dd6be53ddae8775ed,not_covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,63,250,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-091:gpt56_sol_high:WEB,study-q-091,dcecf16e2acfbaafe6ee738ff37b59ffa15fee57bbf8310dd6be53ddae8775ed,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,63,251,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-091:gpt56_sol_high:RAG,study-q-091,dcecf16e2acfbaafe6ee738ff37b59ffa15fee57bbf8310dd6be53ddae8775ed,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,63,252,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-007:gpt55_medium:WEB,study-q-007,9c6c64ac519aef9b196529c2c49662829c99a6fe9d39ed2aa3b5871d6ee8e35b,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,64,253,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-007:gpt55_medium:RAG,study-q-007,9c6c64ac519aef9b196529c2c49662829c99a6fe9d39ed2aa3b5871d6ee8e35b,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,64,254,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-007:gpt56_sol_high:RAG,study-q-007,9c6c64ac519aef9b196529c2c49662829c99a6fe9d39ed2aa3b5871d6ee8e35b,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,64,255,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-007:gpt56_sol_high:WEB,study-q-007,9c6c64ac519aef9b196529c2c49662829c99a6fe9d39ed2aa3b5871d6ee8e35b,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,64,256,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-009:gpt55_medium:WEB,study-q-009,07b402c5d8cf3a1ccc3a9645854c28dcf8e69d9b3e037696d235518832870b9c,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,65,257,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-009:gpt55_medium:RAG,study-q-009,07b402c5d8cf3a1ccc3a9645854c28dcf8e69d9b3e037696d235518832870b9c,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,65,258,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-009:gpt56_sol_high:RAG,study-q-009,07b402c5d8cf3a1ccc3a9645854c28dcf8e69d9b3e037696d235518832870b9c,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,65,259,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-009:gpt56_sol_high:WEB,study-q-009,07b402c5d8cf3a1ccc3a9645854c28dcf8e69d9b3e037696d235518832870b9c,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,65,260,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-045:gpt56_sol_high:WEB,study-q-045,e26fb238605cb6c2565e3c1c587d51f34a40c7e649f9cf366f59d68639de9d65,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,66,261,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-045:gpt56_sol_high:RAG,study-q-045,e26fb238605cb6c2565e3c1c587d51f34a40c7e649f9cf366f59d68639de9d65,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,66,262,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-045:gpt55_medium:WEB,study-q-045,e26fb238605cb6c2565e3c1c587d51f34a40c7e649f9cf366f59d68639de9d65,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,66,263,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-045:gpt55_medium:RAG,study-q-045,e26fb238605cb6c2565e3c1c587d51f34a40c7e649f9cf366f59d68639de9d65,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,66,264,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-039:gpt56_sol_high:RAG,study-q-039,83c11587f5288129651b657e712b8acd27d501f800c260aa67453bc8a7f37c82,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,67,265,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-039:gpt56_sol_high:WEB,study-q-039,83c11587f5288129651b657e712b8acd27d501f800c260aa67453bc8a7f37c82,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,67,266,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-039:gpt55_medium:WEB,study-q-039,83c11587f5288129651b657e712b8acd27d501f800c260aa67453bc8a7f37c82,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,67,267,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-039:gpt55_medium:RAG,study-q-039,83c11587f5288129651b657e712b8acd27d501f800c260aa67453bc8a7f37c82,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,67,268,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-099:gpt55_medium:WEB,study-q-099,05b76c875d4baab1e3de0eb008f45b0d02ee79a45a714060b1304fc3c79713e9,not_covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,68,269,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-099:gpt55_medium:RAG,study-q-099,05b76c875d4baab1e3de0eb008f45b0d02ee79a45a714060b1304fc3c79713e9,not_covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,68,270,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-099:gpt56_sol_high:RAG,study-q-099,05b76c875d4baab1e3de0eb008f45b0d02ee79a45a714060b1304fc3c79713e9,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,68,271,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-099:gpt56_sol_high:WEB,study-q-099,05b76c875d4baab1e3de0eb008f45b0d02ee79a45a714060b1304fc3c79713e9,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,68,272,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-018:gpt56_sol_high:RAG,study-q-018,ef3a4584ca42bcf02bdf79892c611cf0a7c9230b93b9728b7d7f3e31b0243731,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,69,273,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-018:gpt56_sol_high:WEB,study-q-018,ef3a4584ca42bcf02bdf79892c611cf0a7c9230b93b9728b7d7f3e31b0243731,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,69,274,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-018:gpt55_medium:RAG,study-q-018,ef3a4584ca42bcf02bdf79892c611cf0a7c9230b93b9728b7d7f3e31b0243731,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,69,275,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-018:gpt55_medium:WEB,study-q-018,ef3a4584ca42bcf02bdf79892c611cf0a7c9230b93b9728b7d7f3e31b0243731,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,69,276,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-082:gpt55_medium:WEB,study-q-082,73771139a1b574eb5be727a99e7f9a595d6a043aecd055fc0bbfb1b2871695d0,not_covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,70,277,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-082:gpt55_medium:RAG,study-q-082,73771139a1b574eb5be727a99e7f9a595d6a043aecd055fc0bbfb1b2871695d0,not_covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,70,278,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-082:gpt56_sol_high:RAG,study-q-082,73771139a1b574eb5be727a99e7f9a595d6a043aecd055fc0bbfb1b2871695d0,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,70,279,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-082:gpt56_sol_high:WEB,study-q-082,73771139a1b574eb5be727a99e7f9a595d6a043aecd055fc0bbfb1b2871695d0,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,70,280,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-032:gpt56_sol_high:WEB,study-q-032,818a31f88524174d4f1242fe1fd6999ff6c4cbe80d7e6698bbe95c3023c88f9e,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,71,281,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-032:gpt56_sol_high:RAG,study-q-032,818a31f88524174d4f1242fe1fd6999ff6c4cbe80d7e6698bbe95c3023c88f9e,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,71,282,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-032:gpt55_medium:RAG,study-q-032,818a31f88524174d4f1242fe1fd6999ff6c4cbe80d7e6698bbe95c3023c88f9e,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,71,283,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-032:gpt55_medium:WEB,study-q-032,818a31f88524174d4f1242fe1fd6999ff6c4cbe80d7e6698bbe95c3023c88f9e,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,71,284,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-038:gpt56_sol_high:RAG,study-q-038,ac7acb9384db1ff4f37934aaf78ae17b6bd958682d413562cb75e33bc4dba640,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,72,285,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-038:gpt56_sol_high:WEB,study-q-038,ac7acb9384db1ff4f37934aaf78ae17b6bd958682d413562cb75e33bc4dba640,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,72,286,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-038:gpt55_medium:WEB,study-q-038,ac7acb9384db1ff4f37934aaf78ae17b6bd958682d413562cb75e33bc4dba640,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,72,287,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-038:gpt55_medium:RAG,study-q-038,ac7acb9384db1ff4f37934aaf78ae17b6bd958682d413562cb75e33bc4dba640,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,72,288,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-020:gpt56_sol_high:WEB,study-q-020,c25e78ed6cb18c2f16e6dad68b54a6e70dbf3568260a786fe9d4f2aaf82e3d0b,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,73,289,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-020:gpt56_sol_high:RAG,study-q-020,c25e78ed6cb18c2f16e6dad68b54a6e70dbf3568260a786fe9d4f2aaf82e3d0b,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,73,290,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-020:gpt55_medium:RAG,study-q-020,c25e78ed6cb18c2f16e6dad68b54a6e70dbf3568260a786fe9d4f2aaf82e3d0b,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,73,291,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-020:gpt55_medium:WEB,study-q-020,c25e78ed6cb18c2f16e6dad68b54a6e70dbf3568260a786fe9d4f2aaf82e3d0b,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,73,292,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-022:gpt56_sol_high:WEB,study-q-022,f17aade471fd2d40c520336457cea43839ba9ea775302da731b89eed86aad248,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,74,293,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-022:gpt56_sol_high:RAG,study-q-022,f17aade471fd2d40c520336457cea43839ba9ea775302da731b89eed86aad248,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,74,294,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-022:gpt55_medium:RAG,study-q-022,f17aade471fd2d40c520336457cea43839ba9ea775302da731b89eed86aad248,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,74,295,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-022:gpt55_medium:WEB,study-q-022,f17aade471fd2d40c520336457cea43839ba9ea775302da731b89eed86aad248,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,74,296,planned
