run_id,question_id,coverage_stratum,model_config_id,repetition,expected_evidence_count,retrieved_evidence_count,first_relevant_rank,recall_at_5,mrr,retrieval_outcome,retrieval_latency_ms
rag-vs-web-1.1.0:1_primary:study-q-071:gpt56_sol_high:RAG,study-q-071,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,1,1.0,1.0,evidence_found,289.5186869427562
rag-vs-web-1.1.0:1_primary:study-q-072:gpt55_medium:RAG,study-q-072,covered_by_local_corpus,gpt55_medium,1_primary,1,14,3,1.0,0.3333333333333333,evidence_found,201.88202406279743
rag-vs-web-1.1.0:1_primary:study-q-072:gpt56_sol_high:RAG,study-q-072,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,3,1.0,0.3333333333333333,evidence_found,211.04522293899208
rag-vs-web-1.1.0:1_primary:study-q-073:gpt55_medium:RAG,study-q-073,covered_by_local_corpus,gpt55_medium,1_primary,1,14,6,0.0,0.16666666666666666,evidence_found,288.2842100225389
rag-vs-web-1.1.0:1_primary:study-q-073:gpt56_sol_high:RAG,study-q-073,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,6,0.0,0.16666666666666666,evidence_found,312.2096610022709
rag-vs-web-1.1.0:1_primary:study-q-074:gpt55_medium:RAG,study-q-074,covered_by_local_corpus,gpt55_medium,1_primary,1,14,1,1.0,1.0,evidence_found,266.3913108408451
rag-vs-web-1.1.0:1_primary:study-q-074:gpt56_sol_high:RAG,study-q-074,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,1,1.0,1.0,evidence_found,280.90396407060325
rag-vs-web-1.1.0:1_primary:study-q-075:gpt55_medium:RAG,study-q-075,covered_by_local_corpus,gpt55_medium,1_primary,2,14,11,0.0,0.09090909090909091,evidence_found,225.0672240043059
rag-vs-web-1.1.0:1_primary:study-q-075:gpt56_sol_high:RAG,study-q-075,covered_by_local_corpus,gpt56_sol_high,1_primary,2,14,11,0.0,0.09090909090909091,evidence_found,229.8109200783074
rag-vs-web-1.1.0:1_primary:study-q-076:gpt55_medium:RAG,study-q-076,covered_by_local_corpus,gpt55_medium,1_primary,1,14,,0.0,0.0,evidence_found,220.51624895539135
rag-vs-web-1.1.0:1_primary:study-q-076:gpt56_sol_high:RAG,study-q-076,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,,0.0,0.0,evidence_found,219.21199490316212
rag-vs-web-1.1.0:1_primary:study-q-077:gpt55_medium:RAG,study-q-077,covered_by_local_corpus,gpt55_medium,1_primary,1,14,4,1.0,0.25,evidence_found,197.80386798083782
rag-vs-web-1.1.0:1_primary:study-q-077:gpt56_sol_high:RAG,study-q-077,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,4,1.0,0.25,evidence_found,193.20847990456969
rag-vs-web-1.1.0:1_primary:study-q-078:gpt55_medium:RAG,study-q-078,covered_by_local_corpus,gpt55_medium,1_primary,1,14,,0.0,0.0,evidence_found,294.51908415649086
rag-vs-web-1.1.0:1_primary:study-q-078:gpt56_sol_high:RAG,study-q-078,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,,0.0,0.0,evidence_found,291.1520330235362
rag-vs-web-1.1.0:1_primary:study-q-079:gpt55_medium:RAG,study-q-079,covered_by_local_corpus,gpt55_medium,1_primary,1,14,1,1.0,1.0,evidence_found,199.24889085814357
rag-vs-web-1.1.0:1_primary:study-q-079:gpt56_sol_high:RAG,study-q-079,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,1,1.0,1.0,evidence_found,200.45495592057705
rag-vs-web-1.1.0:1_primary:study-q-080:gpt55_medium:RAG,study-q-080,covered_by_local_corpus,gpt55_medium,1_primary,1,14,,0.0,0.0,evidence_found,288.59527804888785
rag-vs-web-1.1.0:1_primary:study-q-080:gpt56_sol_high:RAG,study-q-080,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,,0.0,0.0,evidence_found,282.3849559063092
rag-vs-web-1.1.0:1_primary:study-q-081:gpt55_medium:RAG,study-q-081,not_covered_by_local_corpus,gpt55_medium,1_primary,0,3,,,,evidence_found,125.22191891912371
rag-vs-web-1.1.0:1_primary:study-q-081:gpt56_sol_high:RAG,study-q-081,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,3,,,,evidence_found,115.00851786695421
rag-vs-web-1.1.0:1_primary:study-q-082:gpt55_medium:RAG,study-q-082,not_covered_by_local_corpus,gpt55_medium,1_primary,0,3,,,,evidence_found,266.28141303081065
rag-vs-web-1.1.0:1_primary:study-q-082:gpt56_sol_high:RAG,study-q-082,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,3,,,,evidence_found,270.133791025728
rag-vs-web-1.1.0:1_primary:study-q-083:gpt55_medium:RAG,study-q-083,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,268.0124408798292
rag-vs-web-1.1.0:1_primary:study-q-083:gpt56_sol_high:RAG,study-q-083,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,263.62433400936425
rag-vs-web-1.1.0:1_primary:study-q-084:gpt55_medium:RAG,study-q-084,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,263.4006879525259
rag-vs-web-1.1.0:1_primary:study-q-084:gpt56_sol_high:RAG,study-q-084,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,262.6489490503445
rag-vs-web-1.1.0:1_primary:study-q-085:gpt55_medium:RAG,study-q-085,not_covered_by_local_corpus,gpt55_medium,1_primary,0,3,,,,evidence_found,271.2949471315369
rag-vs-web-1.1.0:1_primary:study-q-085:gpt56_sol_high:RAG,study-q-085,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,3,,,,evidence_found,273.7850290723145
rag-vs-web-1.1.0:1_primary:study-q-086:gpt55_medium:RAG,study-q-086,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,265.543116023764
rag-vs-web-1.1.0:1_primary:study-q-086:gpt56_sol_high:RAG,study-q-086,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,270.8083039615303
rag-vs-web-1.1.0:1_primary:study-q-087:gpt55_medium:RAG,study-q-087,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,268.99250398855656
rag-vs-web-1.1.0:1_primary:study-q-087:gpt56_sol_high:RAG,study-q-087,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,271.0359051125124
rag-vs-web-1.1.0:1_primary:study-q-088:gpt55_medium:RAG,study-q-088,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,280.63419193495065
rag-vs-web-1.1.0:1_primary:study-q-088:gpt56_sol_high:RAG,study-q-088,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,268.6483560828492
rag-vs-web-1.1.0:1_primary:study-q-089:gpt55_medium:RAG,study-q-089,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,264.3955089151859
rag-vs-web-1.1.0:1_primary:study-q-089:gpt56_sol_high:RAG,study-q-089,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,271.77927596494555
rag-vs-web-1.1.0:1_primary:study-q-090:gpt55_medium:RAG,study-q-090,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,263.102860073559
rag-vs-web-1.1.0:1_primary:study-q-090:gpt56_sol_high:RAG,study-q-090,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,267.23546406719834
rag-vs-web-1.1.0:1_primary:study-q-091:gpt55_medium:RAG,study-q-091,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,262.3722010757774
rag-vs-web-1.1.0:1_primary:study-q-091:gpt56_sol_high:RAG,study-q-091,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,268.9016149379313
rag-vs-web-1.1.0:1_primary:study-q-092:gpt55_medium:RAG,study-q-092,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,257.77215196285397
rag-vs-web-1.1.0:1_primary:study-q-092:gpt56_sol_high:RAG,study-q-092,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,261.595253017731
rag-vs-web-1.1.0:1_primary:study-q-093:gpt55_medium:RAG,study-q-093,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,254.76589205209166
rag-vs-web-1.1.0:1_primary:study-q-093:gpt56_sol_high:RAG,study-q-093,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,258.1303169718012
rag-vs-web-1.1.0:1_primary:study-q-094:gpt55_medium:RAG,study-q-094,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,264.977541170083
rag-vs-web-1.1.0:1_primary:study-q-094:gpt56_sol_high:RAG,study-q-094,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,276.90222300589085
rag-vs-web-1.1.0:1_primary:study-q-095:gpt55_medium:RAG,study-q-095,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,257.5083919800818
rag-vs-web-1.1.0:1_primary:study-q-095:gpt56_sol_high:RAG,study-q-095,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,264.49984696228057
rag-vs-web-1.1.0:1_primary:study-q-096:gpt55_medium:RAG,study-q-096,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,267.97382708173245
rag-vs-web-1.1.0:1_primary:study-q-096:gpt56_sol_high:RAG,study-q-096,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,274.8854999663308
rag-vs-web-1.1.0:1_primary:study-q-097:gpt55_medium:RAG,study-q-097,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,275.50956909544766
rag-vs-web-1.1.0:1_primary:study-q-097:gpt56_sol_high:RAG,study-q-097,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,269.7442800272256
rag-vs-web-1.1.0:1_primary:study-q-098:gpt55_medium:RAG,study-q-098,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,258.8149829534814
rag-vs-web-1.1.0:1_primary:study-q-098:gpt56_sol_high:RAG,study-q-098,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,255.3098819917068
rag-vs-web-1.1.0:1_primary:study-q-099:gpt55_medium:RAG,study-q-099,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,265.45860699843615
rag-vs-web-1.1.0:1_primary:study-q-099:gpt56_sol_high:RAG,study-q-099,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,278.9247540058568
rag-vs-web-1.1.0:1_primary:study-q-100:gpt55_medium:RAG,study-q-100,not_covered_by_local_corpus,gpt55_medium,1_primary,0,0,,,,no_evidence_in_snapshot,270.0585119891912
rag-vs-web-1.1.0:1_primary:study-q-100:gpt56_sol_high:RAG,study-q-100,not_covered_by_local_corpus,gpt56_sol_high,1_primary,0,0,,,,no_evidence_in_snapshot,265.1003790087998
rag-vs-web-1.1.0:2_reproducibility:study-q-001:gpt55_medium:RAG,study-q-001,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,14,,0.0,0.0,evidence_found,310.7560819480568
rag-vs-web-1.1.0:2_reproducibility:study-q-001:gpt56_sol_high:RAG,study-q-001,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,14,,0.0,0.0,evidence_found,317.84780498128384
rag-vs-web-1.1.0:2_reproducibility:study-q-002:gpt55_medium:RAG,study-q-002,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,6,5,1.0,0.2,evidence_found,297.6160740945488
rag-vs-web-1.1.0:2_reproducibility:study-q-002:gpt56_sol_high:RAG,study-q-002,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,6,5,1.0,0.2,evidence_found,292.6372380461544
rag-vs-web-1.1.0:2_reproducibility:study-q-003:gpt55_medium:RAG,study-q-003,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,14,,0.0,0.0,evidence_found,303.41485899407417
rag-vs-web-1.1.0:2_reproducibility:study-q-003:gpt56_sol_high:RAG,study-q-003,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,14,,0.0,0.0,evidence_found,293.3021569624543
rag-vs-web-1.1.0:2_reproducibility:study-q-004:gpt55_medium:RAG,study-q-004,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,9,8,0.0,0.125,evidence_found,271.9653828535229
rag-vs-web-1.1.0:2_reproducibility:study-q-004:gpt56_sol_high:RAG,study-q-004,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,9,8,0.0,0.125,evidence_found,276.2303800554946
rag-vs-web-1.1.0:2_reproducibility:study-q-005:gpt55_medium:RAG,study-q-005,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,14,1,1.0,1.0,evidence_found,298.2817250303924
rag-vs-web-1.1.0:2_reproducibility:study-q-005:gpt56_sol_high:RAG,study-q-005,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,14,1,1.0,1.0,evidence_found,310.86716591380537
rag-vs-web-1.1.0:2_reproducibility:study-q-006:gpt55_medium:RAG,study-q-006,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,14,,0.0,0.0,evidence_found,319.4826738908887
rag-vs-web-1.1.0:2_reproducibility:study-q-006:gpt56_sol_high:RAG,study-q-006,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,14,,0.0,0.0,evidence_found,314.6122610196471
rag-vs-web-1.1.0:2_reproducibility:study-q-007:gpt55_medium:RAG,study-q-007,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,5,2,1.0,0.5,evidence_found,282.32484695035964
rag-vs-web-1.1.0:2_reproducibility:study-q-007:gpt56_sol_high:RAG,study-q-007,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,5,2,1.0,0.5,evidence_found,303.29498916398734
rag-vs-web-1.1.0:2_reproducibility:study-q-008:gpt55_medium:RAG,study-q-008,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,14,,0.0,0.0,evidence_found,294.55438209697604
rag-vs-web-1.1.0:2_reproducibility:study-q-008:gpt56_sol_high:RAG,study-q-008,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,14,,0.0,0.0,evidence_found,296.3318700203672
rag-vs-web-1.1.0:2_reproducibility:study-q-009:gpt55_medium:RAG,study-q-009,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,14,,0.0,0.0,evidence_found,313.2745901821181
rag-vs-web-1.1.0:2_reproducibility:study-q-009:gpt56_sol_high:RAG,study-q-009,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,14,,0.0,0.0,evidence_found,325.70168387610465
rag-vs-web-1.1.0:2_reproducibility:study-q-010:gpt55_medium:RAG,study-q-010,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,14,4,1.0,0.25,evidence_found,304.5153319835663
rag-vs-web-1.1.0:2_reproducibility:study-q-010:gpt56_sol_high:RAG,study-q-010,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,14,4,1.0,0.25,evidence_found,313.88987717218697
rag-vs-web-1.1.0:2_reproducibility:study-q-011:gpt55_medium:RAG,study-q-011,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,9,,0.0,0.0,evidence_found,283.5064480314031
rag-vs-web-1.1.0:2_reproducibility:study-q-011:gpt56_sol_high:RAG,study-q-011,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,9,,0.0,0.0,evidence_found,292.42960806004703
rag-vs-web-1.1.0:2_reproducibility:study-q-012:gpt55_medium:RAG,study-q-012,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,14,6,0.0,0.16666666666666666,evidence_found,302.88455495610833
rag-vs-web-1.1.0:2_reproducibility:study-q-012:gpt56_sol_high:RAG,study-q-012,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,14,6,0.0,0.16666666666666666,evidence_found,294.0831220475957
rag-vs-web-1.1.0:2_reproducibility:study-q-013:gpt55_medium:RAG,study-q-013,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,5,3,1.0,0.3333333333333333,evidence_found,271.17334597278386
rag-vs-web-1.1.0:2_reproducibility:study-q-013:gpt56_sol_high:RAG,study-q-013,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,5,3,1.0,0.3333333333333333,evidence_found,270.8271850133315
rag-vs-web-1.1.0:2_reproducibility:study-q-014:gpt55_medium:RAG,study-q-014,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,9,2,1.0,0.5,evidence_found,280.52224696148187
rag-vs-web-1.1.0:2_reproducibility:study-q-014:gpt56_sol_high:RAG,study-q-014,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,9,2,1.0,0.5,evidence_found,291.3699820637703
rag-vs-web-1.1.0:2_reproducibility:study-q-015:gpt55_medium:RAG,study-q-015,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,4,4,1.0,0.25,evidence_found,303.8195848930627
rag-vs-web-1.1.0:2_reproducibility:study-q-015:gpt56_sol_high:RAG,study-q-015,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,4,4,1.0,0.25,evidence_found,280.46704398002476
rag-vs-web-1.1.0:2_reproducibility:study-q-016:gpt55_medium:RAG,study-q-016,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,5,,0.0,0.0,evidence_found,270.0209410395473
rag-vs-web-1.1.0:2_reproducibility:study-q-016:gpt56_sol_high:RAG,study-q-016,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,5,,0.0,0.0,evidence_found,280.0674180034548
rag-vs-web-1.1.0:2_reproducibility:study-q-017:gpt55_medium:RAG,study-q-017,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,8,2,1.0,0.5,evidence_found,285.67825292702764
rag-vs-web-1.1.0:2_reproducibility:study-q-017:gpt56_sol_high:RAG,study-q-017,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,8,2,1.0,0.5,evidence_found,277.55920600611717
rag-vs-web-1.1.0:2_reproducibility:study-q-018:gpt55_medium:RAG,study-q-018,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,10,,0.0,0.0,evidence_found,277.3345080204308
rag-vs-web-1.1.0:2_reproducibility:study-q-018:gpt56_sol_high:RAG,study-q-018,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,10,,0.0,0.0,evidence_found,274.65909079182893
rag-vs-web-1.1.0:2_reproducibility:study-q-019:gpt55_medium:RAG,study-q-019,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,9,,0.0,0.0,evidence_found,283.9832119643688
rag-vs-web-1.1.0:2_reproducibility:study-q-019:gpt56_sol_high:RAG,study-q-019,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,9,,0.0,0.0,evidence_found,280.87568492628634
rag-vs-web-1.1.0:2_reproducibility:study-q-020:gpt55_medium:RAG,study-q-020,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,6,2,1.0,0.5,evidence_found,278.28922192566097
rag-vs-web-1.1.0:2_reproducibility:study-q-020:gpt56_sol_high:RAG,study-q-020,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,6,2,1.0,0.5,evidence_found,279.12819595076144
rag-vs-web-1.1.0:2_reproducibility:study-q-021:gpt55_medium:RAG,study-q-021,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,3,2,1.0,0.5,evidence_found,289.0193429775536
rag-vs-web-1.1.0:2_reproducibility:study-q-021:gpt56_sol_high:RAG,study-q-021,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,3,2,1.0,0.5,evidence_found,275.87558701634407
rag-vs-web-1.1.0:2_reproducibility:study-q-022:gpt55_medium:RAG,study-q-022,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,9,2,1.0,0.5,evidence_found,285.9506788663566
rag-vs-web-1.1.0:2_reproducibility:study-q-022:gpt56_sol_high:RAG,study-q-022,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,9,2,1.0,0.5,evidence_found,285.3953711455688
rag-vs-web-1.1.0:2_reproducibility:study-q-023:gpt55_medium:RAG,study-q-023,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,8,2,1.0,0.5,evidence_found,261.414818931371
rag-vs-web-1.1.0:2_reproducibility:study-q-023:gpt56_sol_high:RAG,study-q-023,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,8,2,1.0,0.5,evidence_found,253.91423609107733
rag-vs-web-1.1.0:2_reproducibility:study-q-024:gpt55_medium:RAG,study-q-024,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,7,,0.0,0.0,evidence_found,265.3634488815442
rag-vs-web-1.1.0:2_reproducibility:study-q-024:gpt56_sol_high:RAG,study-q-024,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,7,,0.0,0.0,evidence_found,264.73032392095774
rag-vs-web-1.1.0:2_reproducibility:study-q-025:gpt55_medium:RAG,study-q-025,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,9,2,1.0,0.5,evidence_found,267.9315470159054
rag-vs-web-1.1.0:2_reproducibility:study-q-025:gpt56_sol_high:RAG,study-q-025,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,9,2,1.0,0.5,evidence_found,265.6976879807189
rag-vs-web-1.1.0:2_reproducibility:study-q-026:gpt55_medium:RAG,study-q-026,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,14,3,1.0,0.3333333333333333,evidence_found,299.1431540576741
rag-vs-web-1.1.0:2_reproducibility:study-q-026:gpt56_sol_high:RAG,study-q-026,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,14,3,1.0,0.3333333333333333,evidence_found,306.59997498150915
rag-vs-web-1.1.0:2_reproducibility:study-q-027:gpt55_medium:RAG,study-q-027,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,14,8,0.0,0.125,evidence_found,325.03435004036874
rag-vs-web-1.1.0:2_reproducibility:study-q-027:gpt56_sol_high:RAG,study-q-027,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,14,8,0.0,0.125,evidence_found,317.41092714946717
rag-vs-web-1.1.0:2_reproducibility:study-q-028:gpt55_medium:RAG,study-q-028,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,14,2,1.0,0.5,evidence_found,308.31606092397124
rag-vs-web-1.1.0:2_reproducibility:study-q-028:gpt56_sol_high:RAG,study-q-028,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,14,2,1.0,0.5,evidence_found,296.057739877142
rag-vs-web-1.1.0:2_reproducibility:study-q-029:gpt55_medium:RAG,study-q-029,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,14,2,1.0,0.5,evidence_found,299.26618095487356
rag-vs-web-1.1.0:2_reproducibility:study-q-029:gpt56_sol_high:RAG,study-q-029,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,14,2,1.0,0.5,evidence_found,292.0925449579954
rag-vs-web-1.1.0:2_reproducibility:study-q-030:gpt55_medium:RAG,study-q-030,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,5,2,1.0,0.5,evidence_found,282.51912095583975
rag-vs-web-1.1.0:2_reproducibility:study-q-030:gpt56_sol_high:RAG,study-q-030,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,5,2,1.0,0.5,evidence_found,278.1251239357516
rag-vs-web-1.1.0:2_reproducibility:study-q-031:gpt55_medium:RAG,study-q-031,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,9,3,1.0,0.3333333333333333,evidence_found,121.62640003953129
rag-vs-web-1.1.0:2_reproducibility:study-q-031:gpt56_sol_high:RAG,study-q-031,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,9,3,1.0,0.3333333333333333,evidence_found,132.0659579942003
rag-vs-web-1.1.0:2_reproducibility:study-q-032:gpt55_medium:RAG,study-q-032,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,9,3,1.0,0.3333333333333333,evidence_found,273.99632101878524
rag-vs-web-1.1.0:2_reproducibility:study-q-032:gpt56_sol_high:RAG,study-q-032,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,9,3,1.0,0.3333333333333333,evidence_found,271.8234070343897
rag-vs-web-1.1.0:2_reproducibility:study-q-033:gpt55_medium:RAG,study-q-033,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,2,1,1.0,1.0,evidence_found,264.0852719778195
rag-vs-web-1.1.0:2_reproducibility:study-q-033:gpt56_sol_high:RAG,study-q-033,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,2,1,1.0,1.0,evidence_found,273.18390109576285
rag-vs-web-1.1.0:2_reproducibility:study-q-034:gpt55_medium:RAG,study-q-034,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,7,7,0.0,0.14285714285714285,evidence_found,281.67254000436515
rag-vs-web-1.1.0:2_reproducibility:study-q-034:gpt56_sol_high:RAG,study-q-034,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,7,7,0.0,0.14285714285714285,evidence_found,291.69889201875776
rag-vs-web-1.1.0:2_reproducibility:study-q-035:gpt55_medium:RAG,study-q-035,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,5,4,1.0,0.25,evidence_found,278.85896200314164
rag-vs-web-1.1.0:2_reproducibility:study-q-035:gpt56_sol_high:RAG,study-q-035,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,5,4,1.0,0.25,evidence_found,273.2216288568452
rag-vs-web-1.1.0:2_reproducibility:study-q-036:gpt55_medium:RAG,study-q-036,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,3,1,1.0,1.0,evidence_found,276.1149980360642
rag-vs-web-1.1.0:2_reproducibility:study-q-036:gpt56_sol_high:RAG,study-q-036,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,3,1,1.0,1.0,evidence_found,279.6817700145766
rag-vs-web-1.1.0:2_reproducibility:study-q-037:gpt55_medium:RAG,study-q-037,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,7,4,1.0,0.25,evidence_found,278.30238291062415
rag-vs-web-1.1.0:2_reproducibility:study-q-037:gpt56_sol_high:RAG,study-q-037,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,7,4,1.0,0.25,evidence_found,271.77732705604285
rag-vs-web-1.1.0:2_reproducibility:study-q-038:gpt55_medium:RAG,study-q-038,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,5,3,1.0,0.3333333333333333,evidence_found,278.37038307916373
rag-vs-web-1.1.0:2_reproducibility:study-q-038:gpt56_sol_high:RAG,study-q-038,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,5,3,1.0,0.3333333333333333,evidence_found,292.56077110767365
rag-vs-web-1.1.0:2_reproducibility:study-q-039:gpt55_medium:RAG,study-q-039,covered_by_local_corpus,gpt55_medium,2_reproducibility,1,14,1,1.0,1.0,evidence_found,293.47882186993957
rag-vs-web-1.1.0:2_reproducibility:study-q-039:gpt56_sol_high:RAG,study-q-039,covered_by_local_corpus,gpt56_sol_high,2_reproducibility,1,14,1,1.0,1.0,evidence_found,301.5983118675649
